id_commune,nom_commune,arrondissement,adm2_pcode,brh_maison_de_transfert,brh_agent_non_bancaire,brh_banque,brh_atm,brh_microfinance,brh_caisse_populaire,population_totale,superficie_km2,superficie_urbaine_km2,taux_compte_formel,taux_compte_mobile,taux_utilisation_OTA,score_connaissance_fka,taux_connaissance_banque,taux_satisfaction_banque,taux_epargne_formelle,taux_telephone_mobile,taux_internet,indice_privation_spatiale,part_urbaine,densite_hab_km2,densite_bancaire_10k,nb_types_services,taille_moyenne_menage
C-001,Port-au-Prince,Port-au-Prince,HT0111,4.941642422609304,5.517452896464707,3.1354942159291497,3.4339872044851463,2.833213344056216,1.9459101490553132,13.804902490850028,3.6119984097779785,3.26918863874179,20.86,7.19,55.06,4.0,91.2,49.72,15.34,84.34,29.75,0.276,0.9989802384564308,10.220308471168048,1.73327692064429,6,4.638888107494819
C-002,Delmas,Port-au-Prince,HT0112,5.1298987149230735,5.220355825078325,3.258096538021482,3.6375861597263857,2.1972245773362196,1.0986122886681096,12.889480048069148,3.358289880650879,3.358289880650879,21.11,6.17,52.73,3.92,95.03,59.55,18.04,77.0,56.33,0.492,1.0,9.566672135189435,2.459911275287448,6,4.730436236401199
C-003,Cité Soleil,Port-au-Prince,HT0117,2.302585092994046,3.091042453358316,1.0986122886681096,0.6931471805599453,1.0986122886681096,0.6931471805599453,12.490077967009514,3.1271990362962967,3.1271990362962967,21.48,6.72,60.39,4.48,96.25,84.06,15.83,77.48,40.53,0.93,1.0,9.407787708681314,0.8565313218513169,6,4.470211155043325
C-004,Tabarre,Port-au-Prince,HT0118,3.970291913552122,4.04305126783455,2.1972245773362196,2.302585092994046,1.3862943611198906,0.6931471805599453,11.779626466033266,3.2375012889913655,3.2375012889913655,25.07,7.8,63.87,3.44,97.25,83.5,12.6,76.9,44.19,0.657,1.0,8.582358329633347,2.386945726836183,6,4.739681272007841
C-005,Carrefour,Port-au-Prince,HT0113,5.442417710521793,4.812184355372417,2.5649493574615367,2.302585092994046,2.0794415416798357,0.6931471805599453,13.146993549020912,5.112951179567856,3.128951117340214,18.98,7.56,54.28,4.83,100.0,60.6,16.03,78.03,33.09,0.241,0.9980076765918586,8.040399128903971,2.1323452643619905,6,4.871544545419978
C-006,Pétion-Ville,Port-au-Prince,HT0114,4.8283137373023015,4.867534450455582,3.367295829986474,3.5553480614894135,2.302585092994046,1.3862943611198906,12.841826384633343,5.114935247556761,3.6464937376174986,15.92,11.24,53.01,3.31,63.5,58.43,16.51,68.07,48.28,0.432,0.9914161953781958,7.733351036844857,2.2677803632541758,6,4.536302381724498
C-007,Kenscoff,Port-au-Prince,HT0115,1.0986122886681096,2.1972245773362196,0.0,0.0,0.0,0.6931471805599453,10.96082635588846,5.316942830671201,0.9001613499442714,14.47,2.39,53.49,4.23,94.43,50.51,13.77,80.74,42.26,0.895,0.8664651833324649,5.652301575930494,1.0683653694140813,3,4.368872363029292
C-008,Gressier,Port-au-Prince,HT0116,3.4657359027997265,3.091042453358316,0.0,0.0,0.0,1.0986122886681096,10.50621756297161,4.535927283245931,1.0152306797290587,16.37,7.95,55.58,3.03,91.89,72.84,11.76,79.47,41.61,0.68,0.9343477190005748,5.9835607367786645,2.7586115381566283,3,4.066889259877573
C-009,Léogâne,Léogâne,HT0121,4.189654742026425,4.189654742026425,1.3862943611198906,1.0986122886681096,1.9459101490553132,1.6094379124341003,12.207511609724428,5.956433046936053,2.4518667957098,13.18,2.36,47.07,3.89,74.66,68.63,15.23,74.45,29.79,0.846,0.9500117331629112,6.255587600979738,2.1089531532433896,6,4.325199213941737
C-010,Petit-Goâve,Léogâne,HT0122,3.295836866004329,3.912023005428146,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.0,12.06329867153872,5.9632708127372,2.0399207835175526,27.8,7.63,66.79,4.14,100.0,80.53,12.75,85.95,42.46,0.423,0.9835052973372012,6.104831443061074,1.755600924068673,5,4.360232359301916
C-011,Grand-Goâve,Léogâne,HT0123,1.791759469228055,2.639057329615259,0.0,0.6931471805599453,0.0,0.6931471805599453,11.826275284170586,5.496307198978706,0.9282193027394289,25.65,7.68,68.72,5.11,82.89,81.84,17.52,87.02,47.33,0.809,0.8112193802586276,6.335844322616719,0.9009736180224118,4,4.048265861742424
C-012,Croix-des-Bouquets,Croix-des-Bouquets,HT0131,4.653960350157523,4.584967478670572,1.791759469228055,1.3862943611198906,2.3978952727983707,1.3862943611198906,12.430039857542761,6.454600900498532,1.8656293177945105,24.75,8.68,63.94,3.88,92.75,63.08,14.08,76.99,40.51,0.539,0.9235506884354828,5.97954265517789,2.2897758402835438,6,4.593867621408244
C-013,Thomazeau,Croix-des-Bouquets,HT0132,1.791759469228055,2.0794415416798357,0.0,0.0,0.0,0.0,10.879819206495405,5.708405107141645,0.832909122935104,25.8,7.55,56.34,3.71,100.0,78.01,18.88,82.18,49.4,0.275,0.8288474940199273,5.18036060412721,1.181783929495924,2,4.2603915904349225
C-014,Ganthier,Croix-des-Bouquets,HT0133,1.791759469228055,2.833213344056216,0.0,0.6931471805599453,0.6931471805599453,0.0,11.045861510643107,6.208811329575014,1.2296405510745139,32.13,7.87,39.25,3.39,100.0,64.43,10.22,100.0,49.14,0.334,0.9194837515753872,4.846931311190334,1.5409998335663468,4,5.099495606898796
C-015,Cornillon,Croix-des-Bouquets,HT0134,1.0986122886681096,1.6094379124341003,0.0,0.0,0.6931471805599453,0.0,10.998961588703734,5.412716906856533,0.6259384308664953,21.88,11.04,76.56,3.09,100.0,77.8,3.06,92.26,9.94,0.453,0.2939760244771028,5.594422919182371,0.7748899559131828,3,4.601908132645995
C-016,Fonds-Verrettes,Croix-des-Bouquets,HT0135,1.0986122886681096,2.1972245773362196,0.0,0.0,0.6931471805599453,0.0,10.822713971062377,5.6233313502585744,0.7839015438284094,25.01,6.4,51.23,3.39,98.31,66.52,18.22,70.72,52.05,0.285,0.8633390499740757,5.208466875690596,1.1611471486497522,3,4.643578109084174
C-017,Arcahaie,Arcahaie,HT0141,2.8903717578961645,3.044522437723423,0.0,1.0986122886681096,0.0,0.6931471805599453,11.780055279222779,6.015498406182528,2.6397713603489157,12.89,2.71,48.63,4.64,91.68,71.62,13.0,72.48,42.29,0.886,0.9376588577553208,5.770117099764053,1.4017537896962933,4,3.887037257469349
C-018,Cabaret,Arcahaie,HT0142,2.4849066497880004,3.4965075614664802,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453,11.133230437555632,5.314977807441144,1.007957920399979,15.78,2.83,44.61,3.83,100.0,70.8,14.64,70.65,42.31,0.966,0.9857030085080256,5.82612138275441,2.117375412034111,6,4.395707492610204
C-019,Anse-à-Galets,La Gonâve,HT0151,3.1354942159291497,3.332204510175204,0.6931471805599453,0.0,1.0986122886681096,0.0,11.046276203537067,5.921605228935918,1.2383742310432684,23.38,8.19,57.62,5.08,100.0,72.74,14.09,97.32,42.62,0.289,0.971886013171953,5.133254316730601,2.2291829413626507,4,4.832691122071517
C-020,Pointe-à-Raquette,La Gonâve,HT0152,1.6094379124341003,2.639057329615259,0.0,0.0,0.0,0.0,10.109688383120027,5.763967784302899,0.4510756193602167,29.68,8.78,48.79,4.04,82.54,80.58,13.46,78.98,42.44,0.907,0.7679726595874528,4.361662713582573,2.0689458304319537,2,3.6359467455621295
C-021,Jacmel,Jacmel,HT0211,4.0943445622221,4.663439094112067,1.3862943611198906,1.0986122886681096,2.0794415416798357,1.6094379124341003,12.310279495972122,6.097804582879308,1.55814461804655,29.27,19.01,62.93,3.28,74.26,51.22,3.11,72.52,6.66,0.226,0.4924109656927894,6.216718512986652,2.209305378050796,6,4.413612773657315
C-022,Marigot,Jacmel,HT0212,2.302585092994046,3.044522437723423,0.0,0.0,0.6931471805599453,1.0986122886681096,11.39166137747719,5.237026898104929,1.7227665977411035,29.07,11.35,92.66,3.35,100.0,60.5,2.42,90.97,10.69,0.952,0.2527122681448199,6.162063532785315,1.5287904768541571,4,4.558643404868509
C-023,Cayes-Jacmel,Jacmel,HT0213,1.791759469228055,2.3978952727983707,0.0,0.0,0.0,0.6931471805599453,10.775533773088698,4.3819016268607305,0.6626879730752367,26.14,8.75,66.91,3.12,92.22,69.08,2.95,69.89,8.75,0.727,0.2303543430542489,6.407841545385318,1.4689869065358878,3,4.622632392732895
C-024,La Vallée de Jacmel,Jacmel,HT0214,1.791759469228055,2.302585092994046,0.0,0.0,0.6931471805599453,1.0986122886681096,10.672553564653757,4.451902449584874,0.6312717768418579,23.88,12.76,78.3,3.98,73.07,56.41,3.23,77.42,13.68,0.508,0.0900727626639477,6.234315676696941,1.5972397960450848,4,4.577216801018244
C-025,Bainet,Bainet,HT0221,1.791759469228055,2.995732273553991,0.0,0.0,0.0,0.0,11.540608723070166,5.709101636133801,0.46373401623214017,25.95,10.57,89.51,2.68,98.98,67.61,2.9,75.46,13.62,0.342,0.1181545824173686,5.837738206156185,1.2043209724109984,2,4.4547187797902765
C-026,Côtes-de-Fer,Bainet,HT0222,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,10.969748810986578,5.093934232951563,0.4054651081081644,24.94,13.12,89.04,2.84,89.25,67.95,2.55,63.82,12.41,0.381,0.1262717554098022,5.884735550402139,1.0011818483879342,2,4.523008642840458
C-027,Belle-Anse,Belle-Anse,HT0231,1.0986122886681096,3.091042453358316,0.0,0.0,0.0,0.6931471805599453,11.407964869333728,5.946127165219376,0.7839015438284094,25.28,14.13,87.64,3.24,100.0,86.14,3.46,81.12,10.61,0.844,0.1608041317265507,5.46867172250021,1.2990002258210893,3,4.705989964457453
C-028,Grand-Gosier,Belle-Anse,HT0232,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,9.91447694733573,4.441591872011272,0.7929925155296614,23.26,11.47,81.86,3.91,99.16,73.54,3.33,61.08,9.34,0.749,0.3415924826904055,5.4888239614382535,0.4018317432522682,1,4.278459585272958
C-029,Thiotte,Belle-Anse,HT0233,1.3862943611198906,2.4849066497880004,0.0,0.0,1.0986122886681096,0.6931471805599453,10.630915379572906,4.8467821415853445,1.2267122912954256,21.47,9.99,86.8,4.21,84.51,83.12,2.53,84.07,9.91,0.408,0.4013866743972556,5.795040934943118,1.6305877480275153,4,4.3989373007438894
C-030,Anse-à-Pitre,Belle-Anse,HT0234,0.6931471805599453,1.3862943611198906,0.0,0.0,0.6931471805599453,0.0,10.483661984436106,5.226767657707961,1.6956156086751528,22.41,8.08,69.7,4.59,100.0,75.26,12.09,76.6,54.24,0.227,0.6838436992666406,5.267421899998709,0.8752774484627689,3,4.04368986983588
C-031,Cap-Haïtien,Cap-Haïtien,HT0311,4.68213122712422,4.5217885770490405,2.4849066497880004,1.9459101490553132,1.9459101490553132,0.6931471805599453,12.61654851212696,3.9982007016691985,3.2272407411998283,10.32,3.16,52.76,4.46,86.98,61.62,12.86,77.98,37.64,0.18,0.9938276518543578,8.63704096837747,2.123821704583199,6,5.159240246406571
C-032,Quartier-Morin,Cap-Haïtien,HT0312,0.6931471805599453,2.639057329615259,0.0,0.0,0.0,0.0,10.31088412749404,4.116758157059,0.6981347220709844,35.82,18.77,56.43,3.82,87.9,68.34,3.25,58.57,7.11,0.709,0.4087899657317763,6.212530394770358,1.733038096024162,2,4.493496785767678
C-033,Limonade,Cap-Haïtien,HT0313,1.791759469228055,1.791759469228055,0.0,0.0,0.0,1.0986122886681096,11.01178611079366,4.8895969657192,1.0715836162801904,11.24,2.75,45.67,4.62,86.49,74.33,15.62,72.35,48.49,0.51,0.6818579469488141,6.131900356723848,1.09217618020968,3,4.704379562043796
C-034,Acul-du-Nord,Acul-du-Nord,HT0321,0.0,2.1972245773362196,0.0,0.6931471805599453,0.0,0.0,11.025523356147826,5.233085271610421,1.7422190236679187,22.83,8.78,63.84,3.15,100.0,84.89,16.78,78.62,51.45,0.192,0.5082138030966608,5.800802840129545,0.9023122405790385,2,4.855798877381611
C-035,Plaine-du-Nord,Acul-du-Nord,HT0322,0.6931471805599453,2.833213344056216,0.0,0.0,0.0,0.6931471805599453,10.721658160407951,4.621928969803046,1.7047480922384253,15.14,3.22,44.93,2.99,90.04,65.67,14.27,53.37,52.45,0.576,0.647244407183515,6.111808606827509,1.6036674231898376,3,4.752149297546655
C-036,Milot,Acul-du-Nord,HT0323,1.6094379124341003,1.6094379124341003,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,10.467322996615733,4.285515734293038,1.0402767116551463,15.54,2.84,61.65,4.4,100.0,50.44,12.92,81.06,48.54,0.487,0.623239536802572,6.197677189688507,1.4182077558749664,5,4.863963465264323
C-037,Grande-Rivière-du-Nord,Grande-Rivière-du-Nord,HT0331,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,10.724236077689795,4.860974519541849,0.6626879730752367,17.32,6.09,57.25,3.23,100.0,53.45,17.07,77.6,49.57,0.67,0.7088220407983628,5.87382866703024,0.9323181082935752,2,4.360295528689311
C-038,Bahon,Grande-Rivière-du-Nord,HT0332,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,10.148196881764898,4.348728349272367,0.2151113796169455,23.67,12.61,79.3,3.52,82.69,68.47,2.75,78.3,11.09,0.363,0.3132242405261509,5.815422525705733,0.9423192174270327,2,4.79249530956848
C-039,Saint-Raphaël,Saint-Raphaël,HT0341,1.6094379124341003,3.1354942159291497,0.0,0.0,1.3862943611198906,0.0,10.986275290857266,5.219328270297665,1.0224509277025458,25.23,7.17,67.55,3.87,52.25,46.75,15.42,89.33,28.92,0.59,0.613695243578238,5.775463326076373,1.7767321534240395,3,4.581969120955854
C-040,Dondon,Saint-Raphaël,HT0342,1.0986122886681096,1.3862943611198906,0.0,0.0,0.0,0.0,10.545788707090159,4.798761335040277,0.5596157879354227,23.78,8.36,56.21,3.94,100.0,91.39,11.51,75.08,42.18,0.442,0.624815867003367,5.758436184977569,0.8395114923929226,2,4.680044318601502
C-041,Ranquitte,Saint-Raphaël,HT0343,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,10.323381397296414,4.4146148242670336,0.3784364357202451,28.84,12.07,80.37,4.05,88.23,78.45,2.74,65.19,12.03,0.888,0.4165927386232955,5.923585895868278,0.6859751453655325,1,5.306887532693985
C-042,Pignon,Saint-Raphaël,HT0344,2.0794415416798357,2.833213344056216,0.0,0.0,1.0986122886681096,0.0,10.769137408730304,4.9516634723196855,0.6418538861723948,20.69,5.8,65.6,4.27,80.92,65.13,17.27,81.04,41.15,0.677,0.6579844308857563,5.827499434832481,1.8341539696118558,3,4.628042843232716
C-043,La Victoire,Saint-Raphaël,HT0345,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,9.357293784932345,3.4766140209469096,0.598836501088704,16.35,8.2,45.04,3.91,84.79,60.02,13.39,100.0,40.86,0.205,0.7822483163529614,5.914696310350402,1.2782152125175987,3,4.951688755878581
C-044,Borgne,Borgne,HT0351,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,11.205367162513655,5.3136492305450185,0.6259384308664953,26.92,12.71,74.95,3.31,87.21,83.1,3.37,61.37,9.41,0.307,0.4094093004910028,5.899385311705372,0.3421955278019556,1,5.256148126965971
C-045,Port-Margot,Borgne,HT0352,1.6094379124341003,2.833213344056216,0.0,0.0,0.6931471805599453,0.6931471805599453,10.911445472936107,4.837788707664819,1.1631508098056809,21.7,8.87,64.99,3.86,100.0,59.97,9.76,74.93,35.69,0.353,0.7107611452763737,6.083876566489701,1.6123679757190965,4,4.979011448300927
C-046,Limbé,Limbé,HT0361,2.5649493574615367,2.5649493574615367,1.0986122886681096,0.0,1.0986122886681096,0.0,11.448045552231843,4.842611042003125,1.534714366238164,17.37,8.24,58.37,3.46,95.23,61.0,13.74,69.78,53.58,0.966,0.8758709732492505,6.614682976638037,1.383219223608364,4,5.302234794908062
C-047,Bas-Limbé,Limbé,HT0362,1.0986122886681096,1.0986122886681096,0.0,0.0,0.0,0.0,10.041595954653758,3.987872317711584,0.412109650826833,23.04,5.7,70.52,3.69,100.0,63.73,14.61,65.33,53.81,0.686,0.7089848003135752,6.074696201472333,1.0087183625735077,2,5.151671527933588
C-048,Plaisance,Plaisance,HT0371,1.6094379124341003,2.302585092994046,0.0,0.0,0.0,0.6931471805599453,11.244366050125537,4.808274281964574,1.1969481893889715,27.96,9.65,44.14,5.29,99.89,73.23,18.92,87.87,41.98,0.457,0.5692178895182283,6.44586244691403,1.040748023507174,3,5.190236947518501
C-049,Pilate,Plaisance,HT0372,2.0794415416798357,1.791759469228055,0.0,0.0,0.6931471805599453,0.6931471805599453,10.991763269102854,4.802380355275797,0.5709795465857378,19.45,12.53,58.45,3.65,88.69,78.7,2.47,72.13,11.46,0.454,0.3590818766629618,6.199642363749304,1.2112314324980364,4,4.876971090670171
C-050,Fort-Liberté,Fort-Liberté,HT0411,2.0794415416798357,2.302585092994046,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,10.536513109754692,5.4859580848195915,1.47932922708708,18.64,2.46,55.33,4.41,88.5,78.99,16.51,100.0,35.82,0.249,0.9200053099694676,5.061040785369434,1.8421308378212187,6,4.487668295007745
C-051,Ferrier,Fort-Liberté,HT0412,0.6931471805599453,1.0986122886681096,0.0,0.0,0.0,0.6931471805599453,9.681343501555002,4.2626798770413155,0.7323678937132266,20.63,7.14,65.31,3.4,100.0,83.29,17.38,97.12,46.05,0.405,0.8351545426162972,5.4371471976237675,1.252093728949565,3,4.158660088288756
C-052,Perches,Fort-Liberté,HT0413,1.0986122886681096,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,9.444700778495557,3.7047528032702264,1.0612565021243408,23.91,8.38,56.12,4.38,100.0,72.01,13.38,100.0,53.09,0.183,0.8168512658227848,5.767914126959201,1.7486493455743264,3,4.951037994516256
C-053,Ouanaminthe,Ouanaminthe,HT0421,2.0794415416798357,2.70805020110221,1.6094379124341003,0.6931471805599453,1.3862943611198906,0.0,11.662095188979048,5.2986173215570345,1.420695787837223,11.28,3.31,52.58,4.6,100.0,77.26,14.16,83.07,32.37,0.392,0.8657633134055787,6.370193582559991,1.2522336640997547,5,4.878998024629093
C-054,Capotille,Ouanaminthe,HT0422,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,9.961850795833042,4.244056835450428,0.2776317365982795,24.15,10.94,87.05,3.96,89.35,64.75,3.06,67.26,11.77,0.76,0.1873496533182397,5.735434705344183,0.6644141775287574,2,5.305555555555555
C-055,Mont-Organisé,Ouanaminthe,HT0423,1.3862943611198906,1.0986122886681096,0.0,0.0,0.6931471805599453,0.0,10.040724570841213,4.559021529962111,0.6151856390902335,23.52,13.26,68.74,3.66,95.44,52.33,2.33,56.35,11.89,0.477,0.4864216904232596,5.496297340326663,1.2852038089239621,3,4.878987664823479
C-056,Trou-du-Nord,Trou-du-Nord,HT0431,2.302585092994046,2.639057329615259,0.0,0.0,1.0986122886681096,0.0,10.887904113457884,4.881209746655798,1.332366019094335,10.72,2.19,44.34,4.77,100.0,60.26,13.98,92.78,45.32,0.701,0.791532770346013,6.016733042958182,1.7018292562028972,3,4.881794965341117
C-057,Sainte-Suzanne,Trou-du-Nord,HT0432,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,10.330681536107859,4.859114486455013,0.7323678937132266,34.17,9.95,80.53,4.23,87.64,63.29,3.57,71.24,13.71,0.21,0.2331854654576293,5.483485505147701,0.5022035251715022,2,4.682040317654246
C-058,Terrier-Rouge,Trou-du-Nord,HT0433,1.0986122886681096,1.6094379124341003,0.0,0.0,0.0,0.6931471805599453,10.4093709837628,5.148772729268019,1.4678743481123135,21.85,5.59,65.64,3.96,77.17,65.17,16.18,92.21,54.83,0.701,0.9302641099855282,5.271540481395835,1.1347731717506846,3,4.467672413793103
C-059,Caracol,Trou-du-Nord,HT0434,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.0986122886681096,0.0,0.0,9.040382074165628,4.3295484280286765,0.1906203596086497,21.85,7.01,47.69,3.73,81.75,61.64,14.65,69.65,40.53,0.156,0.7023470839260313,4.732816755910677,2.349770863946445,4,4.020972354623451
C-060,Vallières,Vallières,HT0441,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,10.155956869232165,5.07179310707435,0.8285518175661483,27.49,14.47,75.98,4.03,89.64,67.02,3.05,73.69,12.11,0.689,0.4030998718098124,5.096552421218139,0.5748760290574256,2,5.28169881001231
C-061,Carice,Vallières,HT0442,1.0986122886681096,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,9.608646582885868,4.042524813492304,0.6575200029167942,30.02,10.6,55.68,3.28,100.0,78.7,16.31,86.59,42.53,0.844,0.6288611334944937,5.58751495074264,1.3045434623969163,3,4.796135265700483
C-062,Mombin-Crochu,Vallières,HT0443,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,10.544209219042303,5.260148100430533,1.1085626195212777,28.06,12.22,83.21,3.17,100.0,90.52,3.35,71.46,9.96,0.93,0.3912161450100116,5.294275739327764,0.8404090953250121,3,4.877409406322283
C-063,Gonaïves,Gonaïves,HT0511,4.727387818712341,4.406719247264253,1.9459101490553132,1.791759469228055,1.9459101490553132,1.3862943611198906,12.876907752766403,6.35363933911728,2.7781979610042917,11.31,2.71,49.54,4.1,74.88,49.66,13.75,75.39,43.71,0.162,0.9169958049251864,6.526473008948687,1.863329631021635,6,4.9543790766892535
C-064,Ennery,Gonaïves,HT0512,0.6931471805599453,2.0794415416798357,0.0,0.0,0.0,0.0,10.937152347559921,5.383990348286186,0.43178241642553783,24.77,11.41,71.89,2.62,84.67,58.09,3.69,82.49,12.11,0.839,0.2618895173051613,5.56159429690059,0.8849359878689533,2,4.219270598829356
C-065,Estère,Gonaïves,HT0513,1.9459101490553132,2.1972245773362196,0.0,0.0,0.6931471805599453,0.0,10.811201609659424,5.177504746331289,0.8372475245337022,16.94,8.68,68.63,4.27,88.01,63.45,17.96,100.0,43.37,0.335,0.751755022996853,5.642883662582452,1.3927489152733754,3,3.594778825235678
C-066,Gros-Morne,Gros-Morne,HT0521,2.302585092994046,2.5649493574615367,0.0,0.0,1.0986122886681096,1.3862943611198906,12.048868976737841,5.986527379328165,1.1378330018213911,27.25,9.03,71.97,3.04,100.0,80.27,3.3,58.34,9.55,0.749,0.4809455545478482,6.0671716902137796,0.9247798016058635,4,4.692742799088388
C-067,Terre-Neuve,Gros-Morne,HT0522,0.6931471805599453,1.0986122886681096,0.0,0.0,0.0,0.0,10.443075544969771,5.180828037755569,0.10436001532424277,18.11,10.79,74.87,3.3,85.63,69.79,2.62,77.56,10.24,0.181,0.1365690132633726,5.272998978548295,0.628346272575196,2,4.418469860896445
C-068,Anse-Rouge,Gros-Morne,HT0523,1.0986122886681096,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,10.771365049194207,6.076150305274624,0.9555114450274365,20.76,9.84,44.0,3.68,87.01,64.18,12.7,47.74,39.13,0.844,0.6205810731379628,4.706570181204041,0.9855936848747291,3,4.304717151635641
